"Participants","LinguisticStructure","Condition","ConditionEffectSize","StructureEffectScale"
70,0.00545,3e-05,0.1,0.15
70,0.19484,0.00042,0.1,0.15
70,0.00042,0.00016,0.1,0.15
70,0.01821,0.00315,0.1,0.15
70,0.13024,0,0.1,0.15
70,0.00026,0.00027,0.1,0.15
70,0.00385,0,0.1,0.15
70,0.00174,0.00526,0.1,0.15
70,0.05778,1e-05,0.1,0.15
70,0.00187,0.00092,0.1,0.15
70,0.00323,0.00043,0.1,0.15
70,0.11625,0.00029,0.1,0.15
70,0.00078,1e-05,0.1,0.15
70,0.06486,0.0029,0.1,0.15
70,0.00298,0.00151,0.1,0.15
70,0.00111,0.00154,0.1,0.15
70,3e-04,0.00016,0.1,0.15
70,0.01087,0.00395,0.1,0.15
70,0.00033,4e-05,0.1,0.15
70,0.00279,0.00018,0.1,0.15
70,0.00025,6e-05,0.1,0.15
70,0.00528,1e-05,0.1,0.15
70,0.0014,0.00016,0.1,0.15
70,0.00092,0.00052,0.1,0.15
70,0.00051,0.00065,0.1,0.15
70,1e-04,8e-04,0.1,0.15
70,0.0013,1e-04,0.1,0.15
70,0.00118,0.00011,0.1,0.15
70,0.02542,9e-05,0.1,0.15
70,0.03755,1e-05,0.1,0.15
70,0.00015,0.00015,0.1,0.15
70,0.00025,0.02891,0.1,0.15
70,0.03457,1e-05,0.1,0.15
70,6e-04,0.00023,0.1,0.15
70,0.13574,1e-05,0.1,0.15
70,0.02784,0.00663,0.1,0.15
70,0.08359,0.02521,0.1,0.15
70,0.14735,0.0215,0.1,0.15
70,0.00039,0,0.1,0.15
70,0.00107,0.00474,0.1,0.15
70,0.08813,0.01617,0.1,0.15
70,0.00737,0,0.1,0.15
70,0.02504,0.00457,0.1,0.15
70,0.00026,0.00073,0.1,0.15
70,0.30262,0.06084,0.1,0.15
70,0.05079,0.00052,0.1,0.15
70,0.00744,0.00023,0.1,0.15
70,6e-05,0.00081,0.1,0.15
70,0.00028,0.00446,0.1,0.15
70,2e-05,0.00025,0.1,0.15
70,0.00236,0,0.1,0.15
70,0.00081,9e-05,0.1,0.15
70,0.21948,1e-05,0.1,0.15
70,1e-05,0.00024,0.1,0.15
70,0.00222,0.00367,0.1,0.15
70,0.0044,0.07483,0.1,0.15
70,0.00116,8e-04,0.1,0.15
70,0.00062,0,0.1,0.15
70,0.10644,3e-04,0.1,0.15
80,0.00473,0.00019,0.1,0.15
80,3e-04,0,0.1,0.15
80,0.00282,3e-05,0.1,0.15
80,0.00084,0.00039,0.1,0.15
80,0.00054,1e-05,0.1,0.15
80,0.00847,0.00411,0.1,0.15
80,2e-05,0.00017,0.1,0.15
80,0.00175,3e-05,0.1,0.15
80,0.00094,0.00079,0.1,0.15
80,0.03566,0.00763,0.1,0.15
80,0,0.00246,0.1,0.15
80,0.00016,0,0.1,0.15
80,0.00688,0.00197,0.1,0.15
80,0.00076,0.00052,0.1,0.15
80,0.00384,0,0.1,0.15
80,0.02342,0.00129,0.1,0.15
80,5e-05,0.00364,0.1,0.15
80,0.01696,0.00065,0.1,0.15
80,0.00027,0,0.1,0.15
80,0.00076,0.00177,0.1,0.15
80,0.04268,1e-05,0.1,0.15
80,0.01248,1e-04,0.1,0.15
80,0.00504,0.07358,0.1,0.15
80,0.00023,2e-05,0.1,0.15
80,0.01601,0.00045,0.1,0.15
80,4e-05,5e-04,0.1,0.15
80,0.02765,0.00013,0.1,0.15
80,3e-05,0.00083,0.1,0.15
80,0.00032,1e-05,0.1,0.15
80,0.04204,0,0.1,0.15
80,0.00091,0,0.1,0.15
80,0.03997,4e-05,0.1,0.15
80,0.01665,0,0.1,0.15
80,0.00353,3e-04,0.1,0.15
80,0.00115,0.03465,0.1,0.15
80,0.00755,0.00032,0.1,0.15
80,0.00093,0,0.1,0.15
80,0.00067,0.00015,0.1,0.15
80,0.00271,1e-05,0.1,0.15
80,1e-05,0,0.1,0.15
80,0.02962,0.01952,0.1,0.15
80,0.0066,9e-04,0.1,0.15
80,0.13112,0.00073,0.1,0.15
80,0.00739,0,0.1,0.15
80,0.00146,2e-05,0.1,0.15
80,0.00108,0.00883,0.1,0.15
80,0.00066,0,0.1,0.15
80,8e-05,0,0.1,0.15
80,0.00023,9e-05,0.1,0.15
80,0.1588,0.00012,0.1,0.15
80,0.00278,2e-05,0.1,0.15
80,0.02241,0,0.1,0.15
80,0.0091,0,0.1,0.15
80,0.00686,0.00341,0.1,0.15
80,0.00642,0,0.1,0.15
80,0.00016,0,0.1,0.15
80,0.06605,0.00336,0.1,0.15
80,0.05825,1e-05,0.1,0.15
80,0.00014,6e-05,0.1,0.15
80,0.00041,0,0.1,0.15
80,0.08911,1e-05,0.1,0.15
80,1e-05,0.00175,0.1,0.15
80,0.01598,0,0.1,0.15
80,0,0,0.1,0.15
80,0.08853,8e-04,0.1,0.15
80,7e-05,0,0.1,0.15
80,4e-05,3e-04,0.1,0.15
80,0.00585,0.00046,0.1,0.15
80,0.00011,0.00208,0.1,0.15
80,0.00219,0.00062,0.1,0.15
80,0.01384,0,0.1,0.15
80,0.01785,0.00113,0.1,0.15
80,2e-05,0.00479,0.1,0.15
80,0,0.01783,0.1,0.15
80,0.14699,0,0.1,0.15
80,0.00116,8e-05,0.1,0.15
80,1e-05,0.00121,0.1,0.15
80,0.00603,1e-04,0.1,0.15
80,0.00405,2e-05,0.1,0.15
80,0.00035,0,0.1,0.15
80,0.01152,0,0.1,0.15
80,1e-05,0.01398,0.1,0.15
80,0.00556,0,0.1,0.15
80,0.00112,0.01895,0.1,0.15
80,0.00065,0.00024,0.1,0.15
80,0.00636,0.00306,0.1,0.15
80,2e-05,0,0.1,0.15
80,0.02565,0.00068,0.1,0.15
80,0.10266,0.00105,0.1,0.15
80,0.00295,0,0.1,0.15
80,0.00066,6e-05,0.1,0.15
80,1e-05,0,0.1,0.15
80,0.2686,0,0.1,0.15
80,1e-05,0,0.1,0.15
80,0.00724,2e-05,0.1,0.15
80,0.00128,0,0.1,0.15
80,0.01101,0.00158,0.1,0.15
80,0.03591,0.00374,0.1,0.15
80,0.05305,4e-05,0.1,0.15
80,0.02627,0,0.1,0.15
80,0.00087,0,0.1,0.15
80,0.00174,3e-05,0.1,0.15
80,0.019,0,0.1,0.15
80,0.09217,0,0.1,0.15
80,0.24462,0.00776,0.1,0.15
80,0.00202,0,0.1,0.15
80,0,3e-05,0.1,0.15
80,0.00074,0.00134,0.1,0.15
80,0.00019,0.04032,0.1,0.15
80,0.01009,0.00131,0.1,0.15
80,8e-05,4e-05,0.1,0.15
80,0.00095,0,0.1,0.15
80,0.11754,0,0.1,0.15
80,0.11776,4e-05,0.1,0.15
80,1e-05,2e-05,0.1,0.15
80,0.02261,0.00105,0.1,0.15
80,0.00363,0.00022,0.1,0.15
80,0.00011,2e-05,0.1,0.15
80,0.00047,0,0.1,0.15
80,0.00721,0,0.1,0.15
80,0.00472,0.00101,0.1,0.15
80,0.16264,3e-05,0.1,0.15
80,1e-05,0,0.1,0.15
80,0.06527,0.01647,0.1,0.15
80,0.03498,0.00038,0.1,0.15
80,0.07237,0.00728,0.1,0.15
80,0.0314,0.01588,0.1,0.15
80,0.00011,4e-05,0.1,0.15
80,0.04098,0,0.1,0.15
80,0.00363,1e-05,0.1,0.15
80,0.0029,0.00023,0.1,0.15
80,6e-05,0,0.1,0.15
80,0.01141,0.01263,0.1,0.15
80,0.00111,4e-05,0.1,0.15
80,0.00019,0.00013,0.1,0.15
80,0.00823,0.00041,0.1,0.15
80,1e-05,1e-05,0.1,0.15
80,3e-05,0.00075,0.1,0.15
80,0.2702,1e-05,0.1,0.15
80,0.12334,0,0.1,0.15
80,0.00014,0,0.1,0.15
80,0.00064,0,0.1,0.15
80,0.00044,6e-05,0.1,0.15
80,0.00094,0.00631,0.1,0.15
80,9e-05,5e-05,0.1,0.15
80,8e-05,3e-05,0.1,0.15
80,0.00361,0.17598,0.1,0.15
80,0.09515,0.00048,0.1,0.15
80,0.00047,0,0.1,0.15
80,0.03856,0,0.1,0.15
80,0.18556,5e-05,0.1,0.15
80,0.00226,0,0.1,0.15
80,6e-05,0,0.1,0.15
80,0.00131,0.00095,0.1,0.15
80,0.01177,0.00029,0.1,0.15
80,0.00014,0,0.1,0.15
80,0.06089,0.00057,0.1,0.15
80,0.00852,0.00021,0.1,0.15
80,0.00069,0,0.1,0.15
80,0,1e-05,0.1,0.15
80,0.02223,1e-05,0.1,0.15
80,0.0338,4e-05,0.1,0.15
80,0.00533,0.00035,0.1,0.15
80,0.00614,0.00093,0.1,0.15
80,1e-05,0.00021,0.1,0.15
80,1e-04,0.00217,0.1,0.15
80,0.01463,1e-05,0.1,0.15
80,0.00037,0.0013,0.1,0.15
80,0.01664,9e-05,0.1,0.15
80,0,7e-05,0.1,0.15
80,1e-05,3e-05,0.1,0.15
80,0.00143,5e-05,0.1,0.15
80,0.04264,0.03767,0.1,0.15
80,0.55382,0.00246,0.1,0.15
80,0.11917,0.00257,0.1,0.15
80,0.02137,0,0.1,0.15
80,0,0,0.1,0.15
80,0.01504,0,0.1,0.15
80,0.05306,0.00075,0.1,0.15
80,0.00029,2e-05,0.1,0.15
80,0.00023,0,0.1,0.15
80,1e-04,0.00083,0.1,0.15
80,0.00314,0.01049,0.1,0.15
80,1e-04,0,0.1,0.15
80,6e-05,1e-05,0.1,0.15
80,0.02413,0.00121,0.1,0.15
80,0.00371,0.00037,0.1,0.15
80,0,2e-05,0.1,0.15
80,0.13552,1e-05,0.1,0.15
80,8e-05,0,0.1,0.15
80,0.01809,0.00011,0.1,0.15
80,0.00021,1e-05,0.1,0.15
80,0.00047,0.00066,0.1,0.15
80,0.00411,0,0.1,0.15
80,0.19198,0,0.1,0.15
80,0.00129,0,0.1,0.15
80,0.00085,0.00053,0.1,0.15
80,0.00593,0.00011,0.1,0.15
80,0.00198,0.00052,0.1,0.15
80,3e-05,0,0.1,0.15
80,0.02162,0.00011,0.1,0.15
80,0.02806,0.00253,0.1,0.15
80,0.00942,0.00017,0.1,0.15
80,0.00091,0.00077,0.1,0.15
80,0.00917,3e-05,0.1,0.15
80,3e-05,0,0.1,0.15
80,0.02228,1e-05,0.1,0.15
80,0.00021,0.21242,0.1,0.15
80,0.03487,1e-05,0.1,0.15
80,0.04766,0.00024,0.1,0.15
80,0.00187,0,0.1,0.15
80,0.02489,7e-05,0.1,0.15
80,0.00083,9e-05,0.1,0.15
80,4e-05,0,0.1,0.15
80,0.00483,0.01734,0.1,0.15
80,0.00131,1e-05,0.1,0.15
80,0.19159,0.0333,0.1,0.15
80,0.00033,1e-05,0.1,0.15
80,0.06134,0,0.1,0.15
80,0.02301,0.01204,0.1,0.15
80,0.60325,4e-05,0.1,0.15
80,0.01226,0.00043,0.1,0.15
80,0.00041,0.07364,0.1,0.15
80,4e-05,0.15664,0.1,0.15
80,0.00207,8e-05,0.1,0.15
80,0.00011,0.00102,0.1,0.15
80,0.00067,0.00042,0.1,0.15
80,0.00241,0.00026,0.1,0.15
80,5e-05,0,0.1,0.15
80,0.80187,0.00021,0.1,0.15
80,0.00021,6e-05,0.1,0.15
80,0.00422,0.00235,0.1,0.15
80,6e-05,0.1195,0.1,0.15
80,0.73528,0.00828,0.1,0.15
80,0.10416,0.01317,0.1,0.15
80,0.03998,0.01813,0.1,0.15
80,0.00287,0.00924,0.1,0.15
80,0.00751,0.0019,0.1,0.15
80,0.00031,7e-05,0.1,0.15
80,0.06122,0,0.1,0.15
80,0.00637,0.00026,0.1,0.15
80,0.00576,0.00026,0.1,0.15
80,0.01416,2e-05,0.1,0.15
80,1e-05,1e-05,0.1,0.15
80,0,0.00094,0.1,0.15
80,0,0,0.1,0.15
80,4e-05,6e-05,0.1,0.15
80,0.01347,6e-05,0.1,0.15
80,0.00058,8e-05,0.1,0.15
80,9e-05,0.00032,0.1,0.15
80,0.00015,0,0.1,0.15
80,8e-05,5e-05,0.1,0.15
80,0.03248,0,0.1,0.15
80,0.17908,0.00023,0.1,0.15
80,0.0185,0.00011,0.1,0.15
80,0,0.00162,0.1,0.15
80,0.02866,1e-05,0.1,0.15
80,1e-05,0,0.1,0.15
80,0.00023,0.00363,0.1,0.15
80,6e-05,0.00248,0.1,0.15
80,0.01029,1e-05,0.1,0.15
80,0.0129,4e-05,0.1,0.15
80,0.20613,0.00021,0.1,0.15
80,0.02498,0.05044,0.1,0.15
80,0.019,2e-05,0.1,0.15
80,8e-05,0.00611,0.1,0.15
80,0.00037,3e-04,0.1,0.15
80,0.00266,0,0.1,0.15
80,0.01869,0.00094,0.1,0.15
80,0.01105,4e-05,0.1,0.15
80,0.00167,0.00322,0.1,0.15
80,0.00651,3e-05,0.1,0.15
80,6e-04,0,0.1,0.15
80,0.02871,0,0.1,0.15
80,0.01906,0,0.1,0.15
80,0,0.00044,0.1,0.15
80,0.06841,9e-05,0.1,0.15
80,0.00168,0.00054,0.1,0.15
80,3e-05,1e-05,0.1,0.15
80,0.03106,1e-05,0.1,0.15
80,0.00751,7e-05,0.1,0.15
80,3e-05,0.00127,0.1,0.15
80,0.00088,0.00096,0.1,0.15
80,0.00036,0.00597,0.1,0.15
80,0.02187,2e-04,0.1,0.15
80,3e-05,1e-05,0.1,0.15
80,7e-05,0.00018,0.1,0.15
80,0.19877,2e-04,0.1,0.15
80,0.00019,0.00127,0.1,0.15
80,0.01407,0.00068,0.1,0.15
80,0.00076,0,0.1,0.15
80,0.00183,1e-05,0.1,0.15
80,0.00163,2e-05,0.1,0.15
80,0.00534,0.01174,0.1,0.15
80,0.01437,1e-05,0.1,0.15
80,0.00072,3e-05,0.1,0.15
80,0.00695,1e-05,0.1,0.15
80,0.00215,0,0.1,0.15
80,0.00846,9e-05,0.1,0.15
80,0.00023,0.00313,0.1,0.15
80,0.03088,0,0.1,0.15
80,0.01983,0,0.1,0.15
80,0.00231,0.00053,0.1,0.15
80,0.00339,0.00335,0.1,0.15
80,0.04479,0.00123,0.1,0.15
80,0.0018,2e-05,0.1,0.15
80,0,4e-05,0.1,0.15
80,0.08479,0.0035,0.1,0.15
80,0.12497,7e-05,0.1,0.15
80,0.00025,5e-05,0.1,0.15
80,0.0043,0.00186,0.1,0.15
80,0.05234,0,0.1,0.15
80,0.09648,0.02187,0.1,0.15
80,0.11124,5e-05,0.1,0.15
80,0.02897,0.00025,0.1,0.15
80,0,1e-05,0.1,0.15
80,0.00036,4e-05,0.1,0.15
80,0.00105,2e-05,0.1,0.15
80,0.02734,2e-05,0.1,0.15
80,1e-04,1e-05,0.1,0.15
80,0.43366,0,0.1,0.15
80,0.0318,0.00058,0.1,0.15
80,3e-05,0,0.1,0.15
80,0.00621,9e-05,0.1,0.15
80,0.00106,0.02394,0.1,0.15
80,0,0,0.1,0.15
80,6e-05,0.00097,0.1,0.15
80,0.00201,0.00048,0.1,0.15
80,4e-05,7e-05,0.1,0.15
80,0.01151,0.00011,0.1,0.15
80,0.04768,0.00021,0.1,0.15
80,0.00027,0.00014,0.1,0.15
80,7e-05,0,0.1,0.15
80,0.09408,0.02449,0.1,0.15
80,0.00521,0.00017,0.1,0.15
80,0.00016,0.00015,0.1,0.15
80,0.0024,0.00518,0.1,0.15
80,0.02448,0,0.1,0.15
80,0.01446,0.00096,0.1,0.15
80,0.11971,0,0.1,0.15
80,0,0.00092,0.1,0.15
80,7e-05,1e-05,0.1,0.15
80,0.00063,0.00146,0.1,0.15
80,3e-05,0.00443,0.1,0.15
80,1e-05,4e-05,0.1,0.15
80,1e-05,0,0.1,0.15
80,0.00153,0,0.1,0.15
80,0.00322,0.00063,0.1,0.15
80,0.16232,0.00019,0.1,0.15
80,0.00019,1e-05,0.1,0.15
80,0.00422,5e-05,0.1,0.15
80,0.01328,0,0.1,0.15
80,0.12798,0.0011,0.1,0.15
80,0.00101,0.00019,0.1,0.15
80,0.00565,0.08981,0.1,0.15
80,0.00089,0.00016,0.1,0.15
80,0.03729,0.00147,0.1,0.15
80,0.00588,0.00487,0.1,0.15
80,0.00332,0.00369,0.1,0.15
80,0.00054,0,0.1,0.15
80,0.41759,2e-05,0.1,0.15
80,0.29626,0,0.1,0.15
80,0.00043,0,0.1,0.15
80,0.00091,0.00477,0.1,0.15
80,0,0.01169,0.1,0.15
80,0.0355,0.00141,0.1,0.15
80,0.03575,5e-05,0.1,0.15
80,0.03445,0,0.1,0.15
80,0.00016,0.00112,0.1,0.15
80,0.01327,0,0.1,0.15
80,0.00076,0.00638,0.1,0.15
80,2e-04,0,0.1,0.15
80,0,0,0.1,0.15
80,9e-05,1e-05,0.1,0.15
80,0.00336,0.01999,0.1,0.15
80,0.00981,1e-05,0.1,0.15
80,7e-04,0,0.1,0.15
80,0.028,2e-05,0.1,0.15
80,0.00247,1e-05,0.1,0.15
80,0.08553,0.00026,0.1,0.15
80,0.00051,0.00211,0.1,0.15
80,0.00023,0.00043,0.1,0.15
80,0.03559,0.00059,0.1,0.15
80,0.00037,1e-05,0.1,0.15
80,0.01101,0,0.1,0.15
80,0.01447,0,0.1,0.15
80,0.00014,0.00044,0.1,0.15
80,0.01863,4e-05,0.1,0.15
80,0.00357,0,0.1,0.15
80,8e-05,2e-05,0.1,0.15
80,0.00102,0.01991,0.1,0.15
80,0.02416,0.00029,0.1,0.15
80,0.05142,2e-05,0.1,0.15
80,0.01082,0.00025,0.1,0.15
80,0.03077,8e-05,0.1,0.15
80,1e-04,0.00053,0.1,0.15
80,0,8e-05,0.1,0.15
80,0.00307,0.01033,0.1,0.15
80,0.00986,4e-05,0.1,0.15
80,0,6e-05,0.1,0.15
80,0.00285,0,0.1,0.15
80,0.00284,0,0.1,0.15
80,0.00041,1e-05,0.1,0.15
80,0.0649,7e-05,0.1,0.15
80,0.00086,0,0.1,0.15
80,3e-05,0.00065,0.1,0.15
80,0.00168,2e-05,0.1,0.15
80,4e-05,0.00108,0.1,0.15
80,0.00116,5e-05,0.1,0.15
80,0.00797,8e-05,0.1,0.15
80,0.00187,0.01969,0.1,0.15
80,0.08951,4e-05,0.1,0.15
80,0.00038,0,0.1,0.15
80,0.03106,1e-05,0.1,0.15
80,1e-05,0,0.1,0.15
80,0.00105,1e-05,0.1,0.15
80,0.01365,0.01762,0.1,0.15
80,0.00098,0.00061,0.1,0.15
80,1e-05,0.00031,0.1,0.15
80,1e-05,1e-05,0.1,0.15
80,0.00261,0,0.1,0.15
80,0.03271,0.00014,0.1,0.15
80,4e-05,0.00016,0.1,0.15
80,1e-05,0,0.1,0.15
80,0.00063,0.00063,0.1,0.15
80,0.00055,0.00358,0.1,0.15
80,4e-04,7e-05,0.1,0.15
80,8e-05,0,0.1,0.15
80,0.00945,0,0.1,0.15
80,0.00179,0.00015,0.1,0.15
80,0.00065,0.00054,0.1,0.15
80,0.02339,0,0.1,0.15
80,0.08983,0,0.1,0.15
80,0.00341,8e-05,0.1,0.15
80,2e-05,0,0.1,0.15
80,0.00233,4e-05,0.1,0.15
80,0.02029,0,0.1,0.15
80,3e-05,0.00015,0.1,0.15
80,0.00086,0.00011,0.1,0.15
80,0.01029,1e-05,0.1,0.15
80,6e-05,7e-05,0.1,0.15
80,0,0,0.1,0.15
80,0.00018,0,0.1,0.15
80,0,0.00115,0.1,0.15
80,0.09276,0,0.1,0.15
80,0.00259,1e-05,0.1,0.15
80,0.00246,7e-05,0.1,0.15
80,0.00851,2e-05,0.1,0.15
80,8e-05,0.00041,0.1,0.15
80,0.00284,0,0.1,0.15
80,1e-05,0.00011,0.1,0.15
80,0.01157,4e-05,0.1,0.15
80,0.04804,0,0.1,0.15
80,0.03303,0,0.1,0.15
80,0.00121,0.00035,0.1,0.15
80,0.00406,0,0.1,0.15
80,0.00183,0,0.1,0.15
80,0.00016,0.00021,0.1,0.15
80,0.01046,0,0.1,0.15
80,0.03333,0.00026,0.1,0.15
80,0.00012,2e-05,0.1,0.15
80,1e-05,0.00245,0.1,0.15
80,0.01192,0.00112,0.1,0.15
80,0.00074,0.00304,0.1,0.15
80,0.00178,0.00054,0.1,0.15
80,4e-05,2e-05,0.1,0.15
80,0.00022,0,0.1,0.15
80,0.00739,1e-05,0.1,0.15
80,0.05704,0.00047,0.1,0.15
80,0.01058,1e-05,0.1,0.15
80,0.00022,1e-05,0.1,0.15
80,0.00095,1e-05,0.1,0.15
80,0.01025,0.00208,0.1,0.15
80,0.0038,0.02487,0.1,0.15
80,0.00077,1e-05,0.1,0.15
80,0.00313,3e-05,0.1,0.15
80,0.00147,0,0.1,0.15
80,0.00101,0.00012,0.1,0.15
80,2e-05,1e-05,0.1,0.15
80,0.04796,0.00079,0.1,0.15
80,0.04772,0.01412,0.1,0.15
80,0.04098,0.00045,0.1,0.15
80,0.00069,0.00049,0.1,0.15
80,7e-05,0.02535,0.1,0.15
80,0.00055,0.00103,0.1,0.15
80,0.0033,0,0.1,0.15
80,0.00296,4e-05,0.1,0.15
80,0.00122,6e-05,0.1,0.15
80,0.00158,0,0.1,0.15
80,0.05107,0,0.1,0.15
80,0.00028,3e-05,0.1,0.15
80,0.00044,0,0.1,0.15
80,0.00686,0.00135,0.1,0.15
80,0.09876,0.00329,0.1,0.15
80,0.02008,0,0.1,0.15
80,2e-05,0,0.1,0.15
80,0.0167,0.00015,0.1,0.15
80,0.00169,3e-05,0.1,0.15
80,0.00039,2e-05,0.1,0.15
80,0.00156,0.00012,0.1,0.15
80,0.01321,0.00455,0.1,0.15
80,8e-05,0.00217,0.1,0.15
80,0.00101,0.0017,0.1,0.15
80,0.04873,0,0.1,0.15
80,0.01883,0.00049,0.1,0.15
80,0.00017,0.0039,0.1,0.15
80,0.00168,0.00025,0.1,0.15
80,0.05123,0.00158,0.1,0.15
80,0.04583,2e-05,0.1,0.15
80,0.00045,0.00019,0.1,0.15
80,0.00484,0.00012,0.1,0.15
80,0.0017,0.00183,0.1,0.15
80,3e-05,0.01219,0.1,0.15
80,0.0039,2e-05,0.1,0.15
80,2e-05,1e-04,0.1,0.15
80,0.00638,3e-05,0.1,0.15
80,0.03442,0.00489,0.1,0.15
80,7e-05,1e-05,0.1,0.15
80,0.03585,0,0.1,0.15
80,0.00122,0,0.1,0.15
80,0.01088,0.1765,0.1,0.15
80,0.00033,5e-05,0.1,0.15
80,0.61212,0.00262,0.1,0.15
80,9e-05,0.05726,0.1,0.15
80,1e-05,0.00278,0.1,0.15
80,8e-05,0.00029,0.1,0.15
80,9e-05,0,0.1,0.15
80,0.00585,0.00179,0.1,0.15
80,0.00078,0,0.1,0.15
80,0.00248,0.0026,0.1,0.15
80,0.03109,8e-05,0.1,0.15
80,0.00036,7e-05,0.1,0.15
80,0.06493,0.00127,0.1,0.15
80,0.00143,0,0.1,0.15
80,0.00642,0.00118,0.1,0.15
80,0.00036,2e-05,0.1,0.15
80,0.00724,0.01484,0.1,0.15
80,0.00043,0.00011,0.1,0.15
80,0.00701,0.00132,0.1,0.15
80,7e-04,0,0.1,0.15
80,0.03203,0.00091,0.1,0.15
80,5e-05,0,0.1,0.15
80,1e-05,7e-05,0.1,0.15
80,0.00012,0,0.1,0.15
80,0.1248,0.00108,0.1,0.15
80,0.00307,0.00177,0.1,0.15
80,0.00551,0.00092,0.1,0.15
80,0.00084,6e-05,0.1,0.15
80,0.00195,0.00289,0.1,0.15
80,0.00014,0.00037,0.1,0.15
80,0.13764,7e-05,0.1,0.15
80,0.01166,0,0.1,0.15
80,0.00173,0,0.1,0.15
80,0.00152,0.00045,0.1,0.15
80,0,5e-05,0.1,0.15
80,0,1e-05,0.1,0.15
80,0.10209,0.00214,0.1,0.15
80,0.00022,0,0.1,0.15
80,0.0514,2e-05,0.1,0.15
80,0.00185,0.00028,0.1,0.15
80,0.05141,0.00121,0.1,0.15
80,0.00037,0,0.1,0.15
80,3e-05,0.00256,0.1,0.15
80,0.00701,1e-05,0.1,0.15
80,2e-05,7e-05,0.1,0.15
80,0.03466,1e-05,0.1,0.15
80,0.00023,5e-05,0.1,0.15
80,4e-05,0.01349,0.1,0.15
80,8e-05,1e-04,0.1,0.15
80,0.01517,0.04494,0.1,0.15
80,0.00032,0.00021,0.1,0.15
80,0.01516,0.00018,0.1,0.15
80,0.14757,6e-05,0.1,0.15
80,9e-05,0.01584,0.1,0.15
80,0,8e-05,0.1,0.15
80,0.02763,3e-05,0.1,0.15
80,0.00052,0.00012,0.1,0.15
80,0.00043,5e-05,0.1,0.15
80,0.00017,0.00102,0.1,0.15
80,0.02536,0.00014,0.1,0.15
80,4e-05,7e-04,0.1,0.15
80,0.00027,0.04506,0.1,0.15
80,1e-05,0.00059,0.1,0.15
80,0.01147,2e-04,0.1,0.15
80,5e-04,0,0.1,0.15
80,0.00224,4e-05,0.1,0.15
80,0.00226,1e-05,0.1,0.15
80,4e-05,0,0.1,0.15
80,0.06827,0.00092,0.1,0.15
80,0.00205,0.00016,0.1,0.15
80,0.00024,0,0.1,0.15
80,0.00031,1e-05,0.1,0.15
80,0.00061,0.02096,0.1,0.15
80,0.00328,0,0.1,0.15
80,0.00046,0,0.1,0.15
80,0.36854,0.0067,0.1,0.15
80,0.00019,0.00188,0.1,0.15
80,0.00096,0.01778,0.1,0.15
80,0.08732,0.00026,0.1,0.15
80,0.00074,2e-05,0.1,0.15
80,0.22238,7e-05,0.1,0.15
80,0.00532,0,0.1,0.15
80,0.00038,0.0063,0.1,0.15
80,1e-05,0.00227,0.1,0.15
80,0.00017,0.00023,0.1,0.15
80,0.00031,1e-05,0.1,0.15
80,0.02092,0,0.1,0.15
80,0.02376,3e-05,0.1,0.15
80,0.33397,4e-05,0.1,0.15
80,0.00351,6e-05,0.1,0.15
80,0.0039,0.00012,0.1,0.15
80,0.00079,0,0.1,0.15
80,0.00071,0,0.1,0.15
80,0.01262,1e-05,0.1,0.15
80,0.01445,0,0.1,0.15
80,0.002,0.00161,0.1,0.15
80,0.00261,1e-04,0.1,0.15
80,0.00017,1e-05,0.1,0.15
80,0.06215,0,0.1,0.15
80,0.00032,0.00024,0.1,0.15
80,0.00011,4e-05,0.1,0.15
80,0.00027,0.00055,0.1,0.15
80,0.00699,0.00959,0.1,0.15
80,0.02209,1e-05,0.1,0.15
80,0.00223,0,0.1,0.15
80,0.0023,4e-04,0.1,0.15
80,0.00879,0.00011,0.1,0.15
80,0.00056,0,0.1,0.15
80,5e-05,0.00022,0.1,0.15
80,5e-05,0.03304,0.1,0.15
80,0.06746,0.00063,0.1,0.15
80,0.00367,0.00298,0.1,0.15
80,0.04405,0.00452,0.1,0.15
80,0.00092,5e-05,0.1,0.15
80,0.11576,0.01461,0.1,0.15
80,7e-05,0,0.1,0.15
80,0.00471,0.00512,0.1,0.15
80,0.00546,0.00061,0.1,0.15
80,0.00729,0.00035,0.1,0.15
80,3e-04,0.00013,0.1,0.15
80,2e-05,7e-05,0.1,0.15
80,0.01311,0.00017,0.1,0.15
80,0.00325,4e-05,0.1,0.15
80,0.0095,0.02259,0.1,0.15
80,0.04564,0,0.1,0.15
80,3e-05,0.00024,0.1,0.15
80,5e-04,0,0.1,0.15
80,0.00089,4e-05,0.1,0.15
80,5e-05,0,0.1,0.15
80,0.04674,0.00019,0.1,0.15
80,0.00913,0.01609,0.1,0.15
80,0.00308,0,0.1,0.15
80,0.00034,0.00556,0.1,0.15
80,0,3e-05,0.1,0.15
80,0.0026,1e-05,0.1,0.15
80,0.00743,1e-05,0.1,0.15
80,0.00162,0.00035,0.1,0.15
80,0.00012,6e-05,0.1,0.15
80,0.00233,0.01011,0.1,0.15
80,0.00244,0.00067,0.1,0.15
80,0.32135,0,0.1,0.15
80,2e-05,0,0.1,0.15
80,0.00277,0.00327,0.1,0.15
80,0.00013,1e-05,0.1,0.15
80,0.0064,0,0.1,0.15
80,0.00726,0,0.1,0.15
80,0.00279,0.00033,0.1,0.15
80,0.07404,0.01541,0.1,0.15
80,0.00158,0,0.1,0.15
